,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Ticket Type,Passenger Status
77,KTegxQ,Constancy,Darke,Female,51,China,Batticaloa Airport,LK,Sri Lanka,AS,Asia,2/12/2022,BTC,Constancy Darke,Cancelled,Business,On Time
78,hXhRFH,Cy,Servante,Male,78,China,Omar N Bradley Airport,US,United States,NAM,North America,5/19/2022,MBY,Cy Servante,Cancelled,Business,On Time
79,RXha8e,Lennard,Giorgi,Male,43,Peru,Lihue Airport,US,United States,NAM,North America,1/31/2022,LIH,Lennard Giorgi,On Time,Business,On Time
80,phfnHI,Cordie,Rosenberger,Female,3,Brazil,Spirit of St Louis Airport,US,United States,NAM,North America,7/17/2022,SUS,Cordie Rosenberger,On Time,Business,On Time
81,cYDvaj,Noelyn,Penquet,Female,80,Brazil,Tahsis Seaplane Base,CA,Canada,NAM,North America,11/16/2022,ZTS,Noelyn Penquet,On Time,Business,On Time
82,Utv847,Frank,Greenhough,Male,52,Philippines,Mururoa Atoll Airport,PF,French Polynesia,OC,Oceania,2/6/2022,UOA,Frank Greenhough,On Time,Business,On Time
83,VxH2IW,Tan,Connold,Male,73,Sweden,Denver International Airport,US,United States,NAM,North America,5/7/2022,DEN,Tan Connold,On Time,Business,On Time
84,odEULc,Star,Casford,Female,49,Greece,Arly Airport,BF,Burkina Faso,AF,Africa,10/29/2022,ARL,Star Casford,Cancelled,Business,On Time
85,5fH1h6,Travers,Selwyne,Male,85,Colombia,Springfield Branson National Airport,US,United States,NAM,North America,8/9/2022,SGF,Travers Selwyne,Cancelled,Business,On Time
86,bf9LOz,Randie,Jankin,Male,68,Mexico,Paradise Island Airport,MZ,Mozambique,AF,Africa,10/29/2022,NTC,Randie Jankin,On Time,Business,On Time
87,OI5AwZ,Henryetta,Noice,Female,36,Chile,Merritt Airport,CA,Canada,NAM,North America,11/3/2022,YMB,Henryetta Noice,Delayed,Business,On Time
88,lh0OoV,Fons,Schrieves,Male,14,Albania,Naval Outlying Field Imperial Beach (Ream Field),US,United States,NAM,North America,9/26/2022,NRS,Fons Schrieves,On Time,Business,On Time
89,7K0lgK,Lissa,Thynn,Female,74,Luxembourg,In Guezzam Airport,DZ,Algeria,AF,Africa,1/20/2022,INF,Lissa Thynn,Delayed,Business,On Time
90,8P7qZJ,Mattias,Darrell,Male,78,Honduras,Aldan Airport,RU,Russian Federation,AS,Asia,8/7/2022,ADH,Mattias Darrell,Cancelled,Business,On Time
91,yK4MWF,Cirilo,Camoletto,Male,19,China,Bhojpur Airport,NP,Nepal,AS,Asia,12/10/2022,BHP,Cirilo Camoletto,Delayed,Business,On Time
92,1cYnY2,Aeriela,Clarke,Female,70,Portugal,Gorna Oryahovitsa Airport,BG,Bulgaria,EU,Europe,9/25/2022,GOZ,Aeriela Clarke,On Time,Business,On Time
